repository_url,locked,html_url,milestone_htmlURL,number,labels_url,comments_url,id,title,closed_at,milestone_id,user_login,state,updated_at,events_url,created_at,labels,url,user_htmlURL,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/726,https://github.com/GSA/data.gov/milestone/36,726,https://api.github.com/repos/GSA/data.gov/issues/726/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/726/comments,138007524,Browse data publishers based on metadata not CKAN organizations,None,1597421,philipashlock,open,2017-03-23T19:59:14Z,https://api.github.com/repos/GSA/data.gov/issues/726/events,2016-03-02T22:10:24Z,Backlog catalog feature-request ,https://api.github.com/repos/GSA/data.gov/issues/726,https://github.com/philipashlock,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/723,https://github.com/GSA/data.gov/milestone/36,723,https://api.github.com/repos/GSA/data.gov/issues/723/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/723/comments,135002162,Provide bureauCode as faceted search,None,1597421,philipashlock,open,2017-03-23T20:00:12Z,https://api.github.com/repos/GSA/data.gov/issues/723/events,2016-02-19T23:34:01Z,Backlog catalog feature-request ,https://api.github.com/repos/GSA/data.gov/issues/723,https://github.com/philipashlock,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/722,https://github.com/GSA/data.gov/milestone/36,722,https://api.github.com/repos/GSA/data.gov/issues/722/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/722/comments,134728214,Display publisher logo on organization page when filtered for the publisher,2016-03-09T16:34:18Z,1597421,philipashlock,closed,2016-03-09T16:34:21Z,https://api.github.com/repos/GSA/data.gov/issues/722/events,2016-02-18T23:24:08Z,catalog feature-request ,https://api.github.com/repos/GSA/data.gov/issues/722,https://github.com/philipashlock,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/682,https://github.com/GSA/data.gov/milestone/35,682,https://api.github.com/repos/GSA/data.gov/issues/682/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/682/comments,113342421,Inaccessible main navigation on mobile viewport,2015-11-20T02:59:02Z,1333283,denisahac,closed,2015-11-20T02:59:02Z,https://api.github.com/repos/GSA/data.gov/issues/682/events,2015-10-26T12:11:56Z,usability ,https://api.github.com/repos/GSA/data.gov/issues/682,https://github.com/denisahac,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/678,https://github.com/GSA/data.gov/milestone/34,678,https://api.github.com/repos/GSA/data.gov/issues/678/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/678/comments,107227401,Do not display distribution resources for non-public datasets or redacted URLs,2015-10-21T01:18:39Z,1332254,philipashlock,closed,2015-10-21T01:18:40Z,https://api.github.com/repos/GSA/data.gov/issues/678/events,2015-09-18T15:47:43Z,ckan dataset-page design Project Open Data ,https://api.github.com/repos/GSA/data.gov/issues/678,https://github.com/philipashlock,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/675,https://github.com/GSA/data.gov/milestone/33,675,https://api.github.com/repos/GSA/data.gov/issues/675/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/675/comments,104715935,Remove legacy "Events" item from WordPress backend,2015-09-22T15:48:51Z,1290657,rebeccawilliams,closed,2015-09-22T15:48:51Z,https://api.github.com/repos/GSA/data.gov/issues/675/events,2015-09-03T15:02:07Z,wordpress ,https://api.github.com/repos/GSA/data.gov/issues/675,https://github.com/rebeccawilliams,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/672,https://github.com/GSA/data.gov/milestone/32,672,https://api.github.com/repos/GSA/data.gov/issues/672/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/672/comments,102414248,cc-by-sa showing when CC0 is used,2015-08-25T13:15:21Z,1116488,bbrotsos,closed,2015-08-25T13:15:22Z,https://api.github.com/repos/GSA/data.gov/issues/672/events,2015-08-21T16:22:17Z,,https://api.github.com/repos/GSA/data.gov/issues/672,https://github.com/bbrotsos,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/663,https://github.com/GSA/data.gov/milestone/32,663,https://api.github.com/repos/GSA/data.gov/issues/663/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/663/comments,95557359,Display custom sub-organization logos based on publisher or bureauCode,2015-08-28T15:00:11Z,1116488,philipashlock,closed,2015-08-28T15:00:14Z,https://api.github.com/repos/GSA/data.gov/issues/663/events,2015-07-17T00:15:49Z,catalog ckan feature-request ,https://api.github.com/repos/GSA/data.gov/issues/663,https://github.com/philipashlock,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/658,https://github.com/GSA/data.gov/milestone/31,658,https://api.github.com/repos/GSA/data.gov/issues/658/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/658/comments,93319229,display dataset topic categories on dataset page mockup attached,2015-08-04T17:07:39Z,1107157,kvuppala,closed,2015-08-04T17:07:41Z,https://api.github.com/repos/GSA/data.gov/issues/658/events,2015-07-06T16:19:57Z,catalog dataset-page ,https://api.github.com/repos/GSA/data.gov/issues/658,https://github.com/kvuppala,
https://api.github.com/repos/GSA/data.gov,False,https://github.com/GSA/data.gov/issues/656,https://github.com/GSA/data.gov/milestone/33,656,https://api.github.com/repos/GSA/data.gov/issues/656/labels{/name},https://api.github.com/repos/GSA/data.gov/issues/656/comments,92162302,Don't record FTP sites as broken links,2015-09-30T22:51:10Z,1290657,philipashlock,closed,2015-09-30T22:51:11Z,https://api.github.com/repos/GSA/data.gov/issues/656/events,2015-06-30T18:13:03Z,broken link ckan ,https://api.github.com/repos/GSA/data.gov/issues/656,https://github.com/philipashlock,
